seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
10,5,2,1,0.19011486722872808,0.12243334203958511,0.12128404714167118,0.30567222833633423,8.8724937,1.7768300
10,5,2,2,0.1857874714411222,0.11568509042263031,0.11777598597109318,0.29331742227077484,12.8672895,2.2716630
10,5,2,3,0.16790679269112074,0.08032546937465668,0.08982128091156483,0.23192329704761505,5.8926306,0.9828371
10,5,2,4,0.10502000582905915,0.05644960328936577,0.04601604305207729,0.20093566179275513,11.4326639,1.8758937
10,5,2,5,0.08215919538186146,0.05174783803522587,0.0443336246535182,0.19267895072698593,7.8535185,1.4405789
10,5,2,6,0.08904527156398846,0.050956739112734795,0.044493649154901505,0.1863642781972885,9.3060932,1.9086741
10,5,2,7,0.08252717912770234,0.052378226071596146,0.043979099951684475,0.19148050993680954,7.3791051,1.1190974
10,5,2,8,0.08593208285478446,0.05141199007630348,0.04374245833605528,0.18520978838205338,7.5243912,1.1988840
10,5,2,9,0.07472147362736556,0.052244553342461586,0.043523820117115974,0.18738709390163422,7.2262926,1.4058220
10,5,2,10,0.07241465839055869,0.051900437101721764,0.04348206054419279,0.18911277502775192,8.7079849,1.8063546
