seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
10,5,2,1,0.048981208640795484,0.021247388795018196,0.06550675444304943,0.12773016467690468,0.9436101,2.9296424
10,5,2,2,0.04192873706611303,0.009619349148124456,0.04262816486880183,0.08456091210246086,0.5911038,1.4564270
10,5,2,3,0.02965495319893727,0.010318923508748412,0.03353959915693849,0.08176152035593987,0.4642401,1.2947465
10,5,2,4,0.029344454407691956,0.007275683339685202,0.027989947702735662,0.07018815726041794,0.7872958,2.0291836
10,5,2,5,0.021966085411035098,0.010572541505098343,0.029755300260148942,0.08309974521398544,0.5678896,1.4441780
10,5,2,6,0.023785045800300744,0.009383407887071371,0.028736350825056434,0.0768415555357933,0.5542297,1.3493568
10,5,2,7,0.020772846558919318,0.008624213514849544,0.027505544247105718,0.07423790544271469,0.7491920,1.7924529
10,5,2,8,0.022982344317894716,0.008563017938286066,0.027246917015872896,0.0741712898015976,0.8875837,1.9816751
10,5,2,9,0.021223684987769678,0.008032000623643398,0.02671220200136304,0.07214996591210365,0.7190767,2.3302138
10,5,2,10,0.018383478351797048,0.008234125562012196,0.026667235884815454,0.07283788546919823,0.4843008,1.0976993
10,5,2,11,0.022107279358001854,0.008222463307902217,0.02669030544348061,0.07295924983918667,0.6564646,1.5882289
10,5,2,12,0.02102024917705701,0.008335746824741364,0.026643636752851307,0.07314261794090271,0.5610136,1.4672625
10,5,2,13,0.02159076792976031,0.008503552060574293,0.026635110145434737,0.07383576035499573,0.7147421,1.7138422
10,5,2,14,0.02243903264976465,0.007978990441188216,0.026597470743581653,0.07171785086393356,0.5889693,1.3651003
