seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
50,25,10,1,0.39878422187434304,0.7517569065093994,1.0553323825200398,0.8486520648002625,14.0104084,11.9767418
50,25,10,2,0.1973022503985299,0.7803540825843811,1.1477493047714233,0.8633342385292053,14.5731792,11.4856234
50,25,10,3,0.18248971717225182,0.8458086848258972,1.199016809463501,0.9056399464607239,14.7914753,12.8228683
50,25,10,4,0.16917239626248678,0.863957405090332,1.2182000875473022,0.9104787707328796,15.7395687,15.7804918
50,25,10,5,0.17226331267091963,0.8404755592346191,1.2080954909324646,0.8991653323173523,15.7127991,14.3838701
50,25,10,6,0.16397014756997427,0.8009045124053955,1.1904773314793904,0.876555323600769,15.0348234,13.2110529
50,25,10,7,0.16714125043816036,0.8134816288948059,1.182957907517751,0.8840418457984924,15.2557583,13.3967896
50,25,10,8,0.17739759468370014,0.8257601857185364,1.1765238444010417,0.8946967124938965,15.1784744,13.2233286
50,25,10,9,0.17739023599359724,0.7716465592384338,1.173905571301778,0.8581573963165283,15.0898752,13.1966076
50,25,10,10,0.1815941027469105,0.815872848033905,1.1729307969411213,0.8869533538818359,15.4178410,13.6009426
50,25,10,11,0.1678529820508427,0.8023711442947388,1.1719023784001668,0.8777839541435242,15.4917583,14.2065220
