seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
50,25,10,1,0.3821864691045549,0.038968008011579514,0.5210507760445277,0.15432922542095184,13.7194605,2.3642352
50,25,10,2,0.2476852552758323,0.04489817097783089,0.5224623183409373,0.16906319558620453,13.5587063,2.1935275
50,25,10,3,0.2605125986867481,0.053919270634651184,0.5875202963749567,0.18523265421390533,14.6807985,2.6665442
50,25,10,4,0.2814579904079437,0.05062563344836235,0.5000819514195124,0.1828787624835968,12.7705555,2.3773916
50,25,10,5,0.26859143873055774,0.04643021523952484,0.5470921148856481,0.16888085007667542,14.0555620,2.4561164
50,25,10,6,0.24745436757802963,0.06242638826370239,0.5865068336327871,0.20309555530548096,16.5712051,3.0008829
50,25,10,7,0.24387067390812767,0.0613241046667099,0.5931693961222967,0.2035863995552063,16.0620193,2.8329575
50,25,10,8,0.2398461550474167,0.058272842317819595,0.5928953240315119,0.19829662144184113,16.5616550,2.9058473
50,25,10,9,0.23581543233659533,0.05920683592557907,0.5918737798929214,0.19604384899139404,16.4163418,2.8816330
50,25,10,10,0.21606698632240295,0.059483230113983154,0.5913175195455551,0.20174472033977509,17.0227623,2.9285989
