seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
10,5,2,1,0.0883866875217511,0.1662270724773407,0.07285432238131762,0.3582089841365814,42.4599991,3.2716773
10,5,2,2,0.0781454830788649,0.1223042830824852,0.04321998357772827,0.3002272695302963,28.0302258,2.3245130
10,5,2,3,0.06054171088796396,0.08301025256514549,0.038622727850452065,0.23741933703422546,23.2727947,1.6736122
10,5,2,4,0.04140724857839254,0.0636318027973175,0.03978396486490965,0.20569846034049988,24.9154396,2.1193240
10,5,2,5,0.03625103351301872,0.057902341708540916,0.03840884147211909,0.1935698464512825,20.0032806,1.5177578
10,5,2,6,0.040723591756362185,0.06286413222551346,0.03745306469500065,0.20469578355550766,21.1215534,1.5160069
10,5,2,7,0.040279136827358834,0.06267094239592552,0.037135601975023746,0.20374351739883423,26.3377018,1.8346856
10,5,2,8,0.03697079262481286,0.06272332184016705,0.0367123200558126,0.2034754976630211,23.1063290,1.7164910
10,5,2,9,0.039666165669377036,0.06029435992240906,0.03679356724023819,0.19730181992053986,24.4992943,1.7764804
10,5,2,10,0.034695375352524795,0.06261192075908184,0.03666061256080866,0.20322175323963165,20.2773533,1.3741425
