seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
10,5,2,1,0.22242582589387894,0.11339222639799118,0.277329757809639,0.27229803800582886,13.7601461,1.9688267
10,5,2,2,0.17343978297251922,0.0653238296508789,0.13735925406217575,0.20511388033628464,12.9010420,2.2443738
10,5,2,3,0.14207331033853385,0.06355054676532745,0.11743321269750595,0.2064490169286728,10.9580059,2.0115325
10,5,2,4,0.11957183251014122,0.045214273035526276,0.10027901036664844,0.16172948479652405,8.2232256,1.6355680
10,5,2,5,0.11279913295920078,0.037104567512869835,0.10834781639277935,0.14346376806497574,8.5448627,1.5445772
10,5,2,6,0.11528888172828235,0.046270440332591534,0.11268518771976233,0.15756896510720253,6.8139033,1.1483287
10,5,2,7,0.10331409567823777,0.04504840821027756,0.11189604457467794,0.15931697934865952,9.4318752,1.6063331
10,5,2,8,0.1147398494470578,0.04487201850861311,0.11126180365681648,0.15763957425951958,10.7355499,1.8679637
10,5,2,9,0.09435163839505269,0.046687329187989235,0.11181258875876665,0.16140132397413254,6.8737173,1.4209964
10,5,2,10,0.10580968684875049,0.046248048543930054,0.11198475770652294,0.16056645661592484,8.1152744,1.1030850
