seq_len,label_len,pred_len,Epoch,Train Loss,Vali Loss,Test Loss,MAE Loss,SMAPE,MASE
40,20,8,1,0.3955530509352684,0.3306404948234558,0.3410979559024175,0.4924958646297455,52.7968483,3.7226715
40,20,8,2,0.35890630483627317,0.4198985993862152,0.33282404144605,0.5629146099090576,50.2139511,3.8013771
40,20,8,3,0.3374712273478508,0.4498259425163269,0.2976526270310084,0.5861760377883911,57.2335739,4.2843332
40,20,8,4,0.32490015774965286,0.4173322916030884,0.29383420447508496,0.5459885597229004,58.4295998,4.2551851
40,20,8,5,0.3218229964375496,0.5087496042251587,0.28348008791605633,0.6197257041931152,57.6465836,4.2253938
40,20,8,6,0.3110033690929413,0.462075799703598,0.26373863220214844,0.5901497602462769,63.6487007,4.6113071
40,20,8,7,0.2772937387228012,0.4284086227416992,0.2500045249859492,0.5614376068115234,49.6179657,3.6177151
40,20,8,8,0.2920655570924282,0.48557376861572266,0.24311383565266928,0.6189736723899841,58.5347824,4.1172609
40,20,8,9,0.2887419506907463,0.456764280796051,0.23945242911577225,0.5927873849868774,57.5640373,4.3020759
40,20,8,10,0.28420861437916756,0.45954668521881104,0.23732240001360574,0.586256742477417,59.4937973,4.3986077
